session_id,pages_visited,time_on_site,cart_value,abandoned
SID1928,13,413,31.48,0
SID1929,14,371,273.69,1
SID1930,10,67,6.78,0
SID1931,11,540,147.74,0
SID1932,2,449,41.36,1
SID1933,9,198,95.77,0
SID1934,10,372,278.19,1
SID1935,9,335,52.7,1
SID1936,1,571,289.92,1
SID1937,10,566,65.71,0
SID1938,3,141,223.76,1
SID1939,8,440,166.27,0
SID1940,6,235,265.92,1
SID1941,5,214,168.43,0
SID1942,5,411,162.69,0
SID1943,6,525,62.66,0
SID1944,7,408,54.04,0
SID1945,1,76,275.36,1
SID1946,9,580,101.71,0
SID1947,3,557,114.76,0
SID1948,4,533,229.15,0
SID1949,10,51,104.95,1
SID1950,1,242,285.86,1
SID1951,13,339,222.69,1
SID1952,11,301,181.24,0
SID1953,10,231,264.86,1
SID1954,3,61,19.63,0
SID1955,2,472,80.83,1
SID1956,2,191,142.19,0
SID1957,14,283,71.96,0
SID1958,1,550,224.45,1
SID1959,8,509,276.17,1
SID1960,3,39,130.01,1
SID1961,3,534,105.93,0
SID1962,6,589,288.66,1
SID1963,13,465,136.23,0
SID1964,8,140,149.27,1
SID1965,13,182,108.74,0
SID1966,9,131,273.32,1
SID1967,9,220,172.84,0
SID1968,4,592,229.84,0
SID1969,14,110,244.48,1
SID1970,5,518,105.85,0
SID1971,2,117,132.94,1
SID1972,11,223,255.3,1
SID1973,9,133,112.16,1
SID1974,8,125,239.21,1
SID1975,3,452,282.59,1
SID1976,11,227,188.85,0
SID1977,12,30,223.78,1
SID1978,13,436,242.5,0
SID1979,9,407,254.29,0
SID1980,3,196,121.54,0
SID1981,9,538,20.12,0
SID1982,2,342,123.55,0
SID1983,12,447,203.76,1
SID1984,10,506,137.85,0
SID1985,9,102,225.94,1
SID1986,8,170,110.31,0
SID1987,9,291,192.25,0
SID1988,5,369,59.99,0
SID1989,11,337,226.06,0
SID1990,11,274,165.98,0
SID1991,2,544,65.2,0
SID1992,8,366,91.11,0
SID1993,12,590,225.84,0
SID1994,6,105,147.37,1
SID1995,8,204,68.73,0
SID1996,11,138,290.35,1
SID1997,5,212,215.96,0
SID1998,10,221,287.35,1
SID1999,2,94,131.0,1
SID2000,6,503,145.15,0
